1203;-1109;9992
94;-1106;332
25;-1102;9886
119;-1100;168
870;-1093;9855
830;-1087;9896
95;-1087;401
162;-1087;9995
78;-1086;9920
116;-1085;389
79;-1082;118
1081;-1075;9995
74;-1074;9904
1030;-1071;9856
1168;-1070;277
114;-1068;73
94;-1064;288
116;-1057;9936
116;-1056;39
116;-1056;408
1022;-1055;9968
1002;-1049;9800
1168;-1047;49
32;-1046;277
29;-1045;693
1082;-1044;9964
1061;-1043;9862
1095;-1033;9928
94;-1033;354
78;-1029;9989
79;-1028;253
1031;-1026;73
94;-1019;208
10;-1016;9990
1149;-1015;9871
12;-1010;9944
94;-1007;365
909;-1004;51
827;-999;9999
152;-999;217
32;-997;9935
85;-996;9903
46;-995;9942
31;-993;9980
74;-986;9
10;-985;9890
55;-984;9992
116;-984;402
1185;-982;9954
87;-982;9992
1173;-981;263
48;-981;998
1037;-976;24
1184;-971;9989
1143;-968;9991
119;-967;256
39;-967;984
64;-966;797
1176;-965;151
1083;-964;9864
117;-959;3
151;-952;9991
114;-939;9980
75;-938;9981
824;-937;9921
824;-937;0
831;-930;9934
97;-928;9973
119;-928;46
1024;-926;9962
94;-925;9933
21;-921;9985
1061;-921;506
1174;-920;249
52;-902;9933
69;-900;981
119;-900;35
55;-896;714
237;-896;9986
10;-896;9898
1181;-895;9979
52;-894;9896
1062;-879;706
117;-877;5
119;-876;177
71;-874;9946
119;-874;236
1079;-870;9961
159;-868;9804
119;-867;246
36;-865;9933
643;-864;9999
934;-862;166
1081;-861;9994
47;-860;66
1026;-860;9862
71;-853;9952
32;-849;592
80;-849;9999
910;-849;9920
117;-848;9987
119;-848;318
95;-846;9937
109;-846;10
158;-846;9908
11;-844;9763
79;-844;240
119;-840;186
1067;-837;9939
12;-834;9897
52;-832;9888
82;-832;186
74;-831;9977
976;-830;9959
166;-829;9843
1072;-828;9933
52;-827;745
94;-825;257
119;-822;408
1184;-819;9988
237;-819;9885
1063;-815;33
995;-806;9890
1035;-803;9865
630;-800;9904
239;-798;9976
1066;-797;9832
119;-795;141
96;-792;329
1022;-791;9893
1019;-788;365
974;-787;289
976;-784;9956
94;-783;268
160;-781;9997
10;-774;402
12;-772;673
1181;-771;497
77;-770;116
72;-761;9881
1188;-758;266
11;-756;9766
1112;-756;439
638;-755;185
72;-755;9978
48;-755;1087
1072;-754;0
109;-754;41
119;-754;93
1188;-753;601
831;-749;762
12;-749;70
83;-747;1235
1067;-745;9986
1067;-745;0
1089;-744;270
25;-743;9924
24;-742;9872
909;-742;836
25;-739;764
109;-737;65
1007;-730;9978
238;-729;9997
630;-729;618
81;-729;9989
39;-729;996
39;-729;973
1022;-728;9895
79;-728;235
7;-726;937
645;-726;9886
109;-726;15
1181;-724;556
29;-724;9983
74;-724;91
78;-721;535
1184;-717;9968
1084;-716;9965
77;-713;9993
1059;-713;9977
32;-712;9934
94;-712;234
200;-711;9996
1023;-710;9860
156;-710;9780
116;-707;9994
109;-705;152
108;-704;9970
909;-702;20
119;-701;23
117;-699;1
1098;-698;501
109;-698;6
12;-698;622
52;-697;436
67;-695;250
12;-694;9893
83;-694;1244
909;-693;170
31;-692;92
1030;-690;9836
10;-690;61
78;-687;488
78;-686;226
1067;-686;360
108;-686;157
34;-685;771
1015;-685;9953
12;-685;434
37;-683;131
238;-683;76
114;-682;349
638;-681;392
85;-681;9876
78;-680;531
1015;-680;56
88;-680;534
237;-679;362
10;-679;362
119;-677;195
94;-677;376
68;-672;91
12;-672;256
85;-668;0
109;-668;69
1019;-667;436
1069;-665;9837
96;-665;9947
12;-665;9954
119;-664;418
1074;-663;82
1013;-662;367
1063;-662;9959
47;-658;29
159;-657;9854
11;-657;796
972;-655;9897
97;-655;9897
67;-654;9977
929;-652;763
164;-652;369
78;-652;461
1081;-651;213
161;-651;348
10;-651;380
1019;-650;9893
1039;-650;332
955;-648;237
74;-647;189
10;-646;38
1006;-643;9979
12;-639;695
1015;-639;51
1029;-639;170
108;-638;267
109;-638;3
1185;-636;24
1170;-636;9933
95;-636;721
109;-636;37
114;-636;0
1084;-635;9963
926;-635;292
1013;-632;50
1027;-630;274
10;-630;426
188;-629;9996
109;-628;60
119;-627;307
78;-626;445
1181;-625;469
1173;-625;9936
1019;-624;916
1024;-622;9894
109;-622;54
1105;-620;301
117;-620;478
909;-617;729
10;-614;1037
77;-613;169
94;-612;299
57;-611;9981
23;-609;794
100;-609;282
109;-609;57
37;-608;505
644;-608;9996
31;-608;50
32;-606;9963
830;-606;105
643;-605;9833
1102;-605;336
909;-605;680
81;-604;190
10;-604;9712
1015;-602;87
151;-601;279
21;-601;9805
1030;-600;419
1034;-600;34
64;-599;820
167;-599;326
32;-598;9972
70;-598;224
72;-597;186
237;-596;183
168;-595;454
1166;-593;1601
154;-593;211
84;-592;499
239;-592;192
161;-592;9998
67;-592;9999
80;-592;0
37;-591;9978
1019;-591;844
47;-591;125
1186;-591;647
23;-591;40
1034;-591;307
49;-591;59
82;-590;218
82;-590;385
1010;-585;9985
65;-585;104
72;-582;14
96;-581;357
920;-581;118
976;-579;332
1191;-579;9847
1029;-579;203
1173;-578;439
830;-578;127
1184;-576;9999
162;-576;606
109;-576;114
94;-575;98
25;-574;9807
1208;-570;9978
75;-570;117
81;-570;461
1010;-569;267
1170;-569;323
21;-568;627
80;-568;394
24;-567;815
156;-567;422
1004;-566;9992
21;-566;9990
34;-565;9938
22;-565;9954
1173;-565;116
1152;-565;878
1167;-565;99998
10;-564;17
24;-563;242
1015;-562;73
40;-562;794
42;-561;943
1167;-561;531
80;-561;9977
1187;-560;97
1180;-560;253
168;-560;717
82;-560;9881
34;-560;451
638;-559;9975
1168;-558;214
12;-557;329
1067;-556;354
94;-556;109
1023;-554;504
94;-554;9931
109;-554;73
38;-554;923
909;-551;1
21;-550;402
1181;-549;160
29;-549;69
1094;-549;565
100;-549;251
1015;-548;360
1083;-548;1413
863;-548;36
18;-548;9972
109;-548;20
1002;-547;9805
831;-547;342
116;-546;61
7;-545;9810
12;-544;306
643;-541;688
66;-540;9877
108;-539;453
34;-539;575
36;-538;192
1013;-538;84
71;-538;157
9;-537;29
1010;-537;23
19;-537;794
48;-537;1052
10;-537;940
832;-536;9984
82;-536;467
44;-535;9994
78;-535;527
43;-535;67
1082;-534;9973
919;-534;9958
909;-534;220
9;-533;89
1184;-533;215
1023;-533;80
1031;-533;9923
1181;-532;371
66;-532;157
9;-531;512
25;-531;280
1084;-531;9962
1069;-531;7
1168;-531;2
81;-531;828
928;-531;579
1013;-530;9962
1083;-530;296
1034;-530;342
31;-530;3
48;-530;987
50;-530;189
100;-530;92
21;-530;127
100;-523;268
1170;-522;9934
75;-522;92
10;-522;87
924;-521;281
34;-520;965
1191;-518;336
109;-518;2
109;-518;117
109;-518;76
43;-517;9964
1010;-517;297
25;-517;304
12;-517;302
1029;-516;503
64;-516;546
87;-515;250
37;-514;106
157;-514;467
1175;-512;9962
1057;-512;9939
1168;-511;320
1034;-511;53
36;-511;9877
10;-511;451
96;-510;451
1176;-509;10
24;-509;608
21;-509;9804
88;-509;232
72;-508;218
67;-508;123
1187;-506;645
25;-506;791
15;-506;617
1089;-505;196
1083;-505;9994
1039;-505;379
116;-505;95
14;-505;527
1089;-504;404
21;-504;105
1013;-503;95
1043;-503;620
88;-503;272
87;-502;182
47;-501;6
645;-501;509
23;-501;308
824;-501;273
1167;-501;1266
237;-501;9882
74;-501;618
239;-501;473
80;-500;1091
1013;-500;304
1022;-500;589
7;-500;43
1039;-500;106
1030;-500;187
98;-500;453
109;-500;33
98;-500;125
10;-500;409
83;-498;1009
96;-495;375
12;-494;283
19;-494;9856
928;-494;9983
1069;-492;399
1064;-489;9964
29;-489;83
1030;-489;9837
116;-489;122
18;-489;9857
1093;-488;276
976;-487;42
1067;-487;9
109;-487;90
98;-487;116
12;-487;279
1180;-486;536
644;-486;114
1093;-486;515
109;-486;1
11;-486;310
77;-485;497
1177;-485;395
11;-485;9907
236;-483;155
237;-483;168
240;-483;157
97;-483;33
937;-483;176
42;-482;700
100;-481;627
24;-480;106
1171;-480;473
79;-480;9992
82;-480;9925
77;-479;560
239;-479;157
1010;-478;275
25;-478;36
1102;-478;511
164;-478;48
152;-478;253
1187;-477;190
15;-477;462
23;-477;374
80;-477;140
12;-477;23
7;-476;716
239;-476;437
239;-476;226
1006;-475;324
32;-475;325
830;-475;47
55;-475;958
909;-475;869
1034;-474;325
66;-474;10
937;-474;205
15;-474;274
1010;-473;76
1082;-473;63
1039;-473;48
10;-473;360
12;-473;691
1015;-472;134
44;-472;563
640;-472;9904
976;-472;290
25;-472;344
1134;-472;9988
74;-472;614
157;-472;397
920;-472;572
15;-471;787
1084;-471;371
72;-471;410
154;-471;9960
80;-471;373
1006;-470;51
12;-470;649
23;-470;9849
80;-470;352
82;-470;70
14;-468;502
45;-467;1092
66;-467;340
52;-466;427
119;-465;81
116;-463;58
109;-463;29
12;-463;45
29;-461;642
638;-460;150
863;-459;443
824;-459;485
68;-459;115
863;-458;4
18;-458;317
1167;-458;247
643;-457;33
10;-457;69
83;-457;998
1173;-457;293
70;-457;77
49;-457;394
114;-457;9986
67;-457;1046
39;-457;1048
1177;-456;494
1077;-455;363
1166;-455;1461
100;-455;43
1170;-453;9982
1180;-453;18
12;-453;325
108;-452;202
29;-451;428
57;-451;566
78;-450;173
1081;-450;38
909;-450;355
1187;-449;446
29;-448;155
50;-448;204
100;-448;191
83;-447;987
1081;-447;505
164;-447;430
21;-447;241
10;-447;200
1181;-446;248
15;-446;250
1040;-445;322
238;-445;99998
238;-445;137
168;-445;414
88;-445;213
88;-445;257
36;-444;272
1184;-444;279
15;-444;1131
74;-444;9910
100;-444;425
937;-444;911
924;-443;734
1028;-443;303
1070;-443;1403
236;-443;383
21;-443;252
12;-443;409
47;-442;9972
1010;-442;90
9;-442;571
47;-442;99
44;-442;830
1093;-442;3
974;-442;13
1077;-442;322
1167;-442;227
70;-442;446
236;-442;277
238;-442;149
67;-442;135
151;-442;683
920;-442;223
14;-441;706
1083;-441;621
1072;-441;599
1061;-441;422
78;-440;506
1019;-440;548
1039;-440;9941
1057;-440;111
162;-440;280
10;-440;988
909;-439;527
167;-438;615
72;-436;356
909;-435;246
929;-434;374
1031;-433;9997
10;-432;599
10;-430;320
1024;-429;97
6;-429;17
8;-429;712
1175;-429;244
10;-429;9982
37;-429;9888
42;-428;882
10;-428;1116
955;-428;283
1170;-428;364
1067;-428;468
94;-428;9929
64;-428;247
168;-428;336
36;-427;225
1186;-427;450
1176;-427;239
1024;-427;885
31;-427;197
109;-427;148
1006;-426;69
10;-426;424
1084;-426;503
109;-426;44
34;-426;306
921;-426;86
921;-426;476
68;-425;24
159;-425;393
10;-424;1
1015;-423;9947
43;-423;26
109;-423;51
66;-423;122
1084;-422;495
1173;-422;520
87;-422;9986
12;-421;709
24;-420;64
25;-420;520
96;-420;366
164;-420;1
14;-420;595
1020;-419;816
15;-419;1040
56;-419;99
158;-419;210
15;-419;641
1177;-418;926
29;-418;28
78;-418;190
39;-418;1190
1010;-417;348
1187;-417;51
1093;-417;386
83;-417;1037
24;-417;128
158;-417;9886
238;-417;72
159;-417;160
1175;-416;33
1073;-416;9912
160;-416;474
78;-416;9988
937;-416;939
920;-416;71
920;-416;275
1067;-415;402
68;-415;1168
78;-414;520
1078;-414;110
909;-414;502
1177;-413;974
1187;-413;13
1082;-413;439
24;-413;119
23;-413;524
1173;-413;404
69;-413;256
49;-413;186
238;-413;64
104;-412;239
24;-412;760
825;-412;428
1171;-412;330
236;-412;365
82;-412;22
167;-412;289
1013;-411;322
1176;-411;30
1098;-411;9897
1070;-411;1483
237;-411;82
240;-411;551
34;-411;23
924;-411;9994
925;-411;828
7;-410;456
1177;-410;1068
32;-410;446
24;-410;9783
236;-410;245
81;-410;781
157;-410;9926
21;-410;193
1083;-409;661
109;-409;48
15;-409;9863
10;-407;14
70;-407;401
909;-405;195
44;-404;784
1021;-402;803
76;-402;674
1093;-401;231
95;-401;505
160;-400;208
119;-400;113
1098;-399;411
87;-399;451
31;-399;26
830;-399;241
69;-399;544
96;-399;338
12;-399;386
1185;-398;5
19;-398;40
1068;-398;391
236;-398;16
109;-398;24
78;-397;60
1174;-397;42
1015;-397;345
1039;-397;422
119;-397;387
150;-397;698
1020;-396;93
75;-396;9978
1181;-395;128
10;-395;550
71;-395;62
67;-395;9937
909;-395;561
1174;-394;423
67;-394;500
48;-394;1037
167;-394;654
45;-392;1061
1102;-392;1
1067;-392;368
69;-392;620
14;-392;355
83;-391;1067
72;-391;67
67;-391;9938
7;-390;892
22;-390;339
1150;-389;1033
43;-388;9908
1181;-388;61
1030;-388;253
119;-388;68
1098;-387;361
49;-387;145
117;-387;9923
66;-387;9880
33;-386;193
47;-386;149
10;-386;1002
10;-386;126
1102;-386;373
1077;-386;372
235;-386;374
78;-386;487
928;-386;99
1010;-385;59
32;-385;320
1191;-385;19
72;-385;336
11;-385;456
34;-384;986
47;-384;379
974;-384;311
24;-384;185
24;-384;122
32;-384;24
21;-384;330
1067;-384;113
1030;-384;165
88;-384;56
12;-383;260
1020;-383;35
1171;-383;146
88;-383;247
1027;-382;95
7;-382;674
1084;-382;510
974;-382;509
32;-382;53
25;-382;856
21;-382;499
68;-382;1463
71;-382;9975
235;-382;366
235;-382;755
240;-382;892
57;-382;589
80;-382;270
931;-382;424
637;-381;818
638;-381;88
84;-381;1324
32;-381;407
68;-381;48
43;-380;578
34;-380;722
12;-380;626
83;-380;1193
1089;-380;11
1074;-380;9811
29;-380;523
1067;-380;384
1066;-380;80
50;-380;499
57;-380;9980
152;-380;9899
158;-380;416
80;-380;162
10;-379;509
974;-379;34
21;-379;727
1024;-378;9895
974;-378;225
238;-378;99999
78;-376;216
100;-375;27
1016;-374;103
7;-374;178
12;-373;645
974;-372;59
157;-371;362
914;-371;13
1175;-369;496
100;-369;165
95;-369;74
164;-369;88
88;-369;486
156;-369;288
915;-369;945
14;-368;718
1078;-368;270
1006;-367;306
1015;-367;9950
1174;-367;558
830;-367;9865
119;-367;265
96;-367;320
921;-367;68
1081;-366;18
37;-365;15
11;-365;63
32;-365;426
31;-365;117
1081;-365;194
100;-365;597
71;-365;60
937;-365;879
35;-364;29
10;-364;1052
15;-364;648
1061;-364;1008
95;-364;439
75;-363;50
941;-363;180
915;-363;696
47;-362;530
19;-362;524
1171;-362;112
240;-362;182
1024;-361;45
100;-361;667
117;-361;438
1006;-360;85
1084;-360;416
1059;-360;67
65;-360;13
85;-359;327
25;-359;371
72;-359;383
1023;-358;564
83;-358;1167
29;-358;345
22;-358;9760
824;-358;234
49;-358;317
88;-358;329
39;-358;1033
10;-358;771
8;-357;813
42;-357;725
1181;-357;188
72;-357;327
1029;-357;137
152;-357;635
79;-357;244
6;-356;557
84;-356;9999
1102;-356;29
29;-356;732
825;-356;467
1059;-356;1001
1040;-356;111
50;-356;226
239;-356;280
88;-356;298
29;-355;387
1084;-355;9967
1074;-355;724
826;-355;571
71;-355;145
1034;-355;272
935;-355;452
157;-355;9959
920;-355;97
639;-354;17
1098;-354;876
826;-354;9949
1051;-354;85
920;-354;521
909;-354;704
32;-353;111
1168;-353;480
1027;-353;9965
71;-353;72
908;-353;251
638;-352;171
638;-352;365
1188;-352;424
12;-352;602
85;-352;573
925;-352;261
7;-351;142
1093;-351;492
29;-351;483
22;-351;563
49;-351;9907
100;-351;579
159;-351;181
152;-351;9966
924;-351;588
75;-350;937
1013;-350;68
1026;-350;1032
6;-350;610
1176;-350;9961
24;-350;275
824;-350;542
49;-350;5
237;-350;339
65;-350;9974
921;-350;459
1022;-346;229
644;-345;537
66;-345;267
1020;-344;9820
8;-343;174
1024;-343;405
166;-343;667
863;-342;89
65;-342;38
1098;-341;434
1062;-340;18
38;-339;5
14;-339;685
1162;-339;229
827;-339;39
1057;-339;539
64;-339;514
75;-338;819
44;-338;704
1020;-338;9791
29;-338;36
1170;-338;314
23;-338;151
22;-338;78
1167;-338;99999
1066;-338;9829
237;-338;9883
96;-338;386
44;-337;9995
109;-337;84
80;-337;228
80;-337;13
910;-337;373
910;-337;952
638;-336;376
1082;-336;395
71;-336;386
50;-336;477
96;-336;82
934;-336;66
15;-336;593
8;-335;87
7;-335;985
643;-335;242
10;-335;709
22;-335;413
100;-335;390
109;-335;9999
108;-335;498
78;-335;166
1098;-334;487
827;-334;774
1181;-333;97
1187;-332;308
10;-332;656
976;-332;4
100;-332;177
80;-332;331
39;-332;1205
47;-331;209
85;-331;336
1057;-331;874
1057;-331;198
98;-331;227
81;-331;804
36;-330;834
863;-330;393
28;-330;24
827;-330;626
75;-330;26
57;-330;785
160;-330;48
934;-330;47
638;-329;9990
67;-329;9936
168;-329;706
164;-329;391
6;-328;74
1176;-328;260
1167;-328;1328
6;-327;9829
1184;-327;9971
1167;-327;1252
1167;-327;9943
832;-327;530
1173;-327;189
1039;-327;93
239;-327;5
159;-327;38
1187;-326;146
639;-326;174
637;-326;560
23;-326;9850
1170;-326;355
1171;-326;398
53;-326;343
236;-326;416
240;-326;9976
239;-326;346
934;-326;222
14;-326;220
922;-326;80
77;-325;12
75;-325;693
78;-325;499
80;-325;81
1184;-325;455
831;-325;9933
1067;-325;436
1039;-325;369
70;-325;218
154;-325;400
14;-325;626
6;-324;347
1022;-324;559
85;-324;21
29;-324;754
1065;-324;104
830;-324;9868
76;-324;916
116;-324;118
96;-324;73
64;-324;231
79;-324;257
166;-324;302
47;-323;458
1023;-323;21
638;-323;167
29;-323;164
1167;-323;1259
1031;-323;1475
1061;-323;77
1055;-323;338
1051;-323;274
1029;-323;568
237;-323;345
96;-323;101
56;-323;290
67;-323;9996
926;-323;34
80;-322;432
34;-322;1108
85;-322;318
25;-322;20
1170;-322;437
1055;-322;8
926;-322;64
916;-322;1046
47;-321;405
1186;-321;101
1173;-321;150
1040;-321;195
95;-321;354
64;-321;578
43;-320;249
77;-320;440
34;-320;1004
1020;-320;9789
25;-320;9925
25;-320;577
826;-320;138
1034;-320;70
1031;-320;27
1057;-320;597
14;-320;246
21;-320;118
18;-320;199
909;-320;9990
35;-317;198
1040;-317;9834
162;-317;647
164;-317;9978
18;-316;234
87;-316;9988
10;-315;376
168;-315;9864
1089;-313;253
69;-313;993
100;-313;372
56;-313;177
14;-313;9998
1175;-312;9961
1019;-310;64
8;-310;241
32;-310;269
50;-310;216
14;-310;85
37;-309;253
1186;-309;403
643;-309;316
645;-309;9885
1185;-309;9894
10;-309;954
1162;-309;283
1077;-309;313
100;-309;439
109;-309;46
8;-308;135
1188;-308;9991
1019;-308;489
831;-308;9912
97;-308;378
95;-308;140
39;-308;1103
1188;-307;9989
1187;-307;355
14;-307;321
832;-307;42
827;-307;847
69;-307;578
100;-307;79
108;-307;9947
1089;-306;73
1068;-306;158
1057;-306;52
31;-306;486
935;-306;80
926;-306;322
14;-306;20
11;-305;706
1094;-305;583
1070;-305;1622
48;-305;9977
168;-305;9865
12;-305;9949
14;-305;117
915;-305;367
908;-305;554
80;-304;9881
34;-304;942
1019;-304;9894
1098;-304;462
1015;-304;328
21;-304;9987
1173;-304;9944
1065;-304;96
1073;-304;88
161;-304;152
12;-304;720
15;-303;991
200;-303;222
117;-303;232
66;-303;9884
937;-303;418
15;-303;685
71;-301;133
53;-301;278
66;-301;299
34;-300;762
1020;-300;789
1093;-300;110
240;-300;212
88;-300;224
161;-300;132
1027;-299;66
10;-299;145
1061;-299;562
52;-299;9932
78;-299;9986
909;-299;9986
1024;-298;144
19;-298;374
1031;-298;21
69;-298;1162
238;-298;288
159;-298;246
36;-298;384
1093;-297;19
826;-297;517
1030;-297;275
1030;-297;62
53;-297;93
236;-297;173
934;-297;418
158;-297;456
36;-296;788
7;-296;407
645;-296;32
1094;-296;9974
974;-296;9890
1065;-296;357
1065;-296;114
830;-296;118
72;-296;437
1057;-296;9949
238;-296;320
156;-296;46
78;-295;513
29;-295;125
22;-295;9838
1077;-295;354
52;-295;416
98;-295;449
14;-295;9995
6;-294;9824
1184;-294;2
1051;-294;9917
1029;-294;320
928;-294;9
12;-294;668
925;-294;1019
12;-293;237
24;-293;720
1153;-293;9
1066;-293;39
1174;-293;9971
1067;-293;9927
52;-293;861
80;-293;183
80;-293;415
164;-293;207
35;-292;218
7;-292;9801
637;-292;9788
21;-292;464
1039;-292;9940
1061;-292;518
52;-292;871
81;-292;9952
161;-292;328
928;-292;372
157;-292;379
158;-292;246
925;-292;1066
47;-291;319
1013;-291;340
5;-291;218
1188;-291;451
15;-291;9785
15;-291;704
1015;-291;9952
1020;-291;577
1102;-291;9876
1170;-291;464
1077;-291;9996
49;-291;9913
157;-291;449
164;-291;472
1024;-290;821
85;-290;12
22;-290;123
1174;-290;180
1079;-290;97
1071;-290;59
826;-290;466
827;-290;199
68;-290;1
72;-290;36
52;-290;342
108;-290;394
108;-290;426
909;-290;9996
14;-289;354
1093;-287;9968
909;-287;324
1176;-286;9966
825;-286;141
18;-285;55
37;-283;191
1167;-283;9938
96;-283;9939
87;-282;9989
1006;-281;290
18;-281;337
1022;-280;9966
638;-280;9965
29;-280;10
155;-280;1097
21;-280;9801
925;-280;284
637;-279;18
1034;-279;291
95;-279;414
96;-279;9937
941;-279;422
14;-279;755
23;-278;163
1162;-278;9989
1081;-278;2
1067;-278;127
1167;-278;9942
1057;-278;9947
117;-278;237
645;-277;8
15;-277;9793
1093;-277;9978
1167;-277;513
1040;-277;224
50;-277;488
98;-277;223
15;-277;9850
909;-277;9992
1177;-276;9952
1093;-276;9972
1095;-276;107
1191;-276;48
19;-276;9850
827;-276;683
1171;-276;228
1030;-276;19
114;-276;9985
915;-276;416
77;-275;231
1177;-275;60
638;-275;9966
644;-275;9791
1176;-275;9964
21;-275;878
100;-275;322
82;-275;502
39;-275;945
930;-275;108
158;-275;589
11;-275;9908
1181;-274;7
14;-274;341
1093;-274;250
87;-274;127
23;-274;627
1039;-274;392
1059;-274;550
88;-274;529
240;-273;491
154;-273;9926
1013;-272;356
7;-272;358
1177;-272;91
12;-272;524
22;-272;890
65;-272;129
926;-272;352
10;-271;1089
1098;-271;869
1153;-271;91
1077;-271;1360
95;-271;717
88;-271;512
96;-271;9930
15;-271;9847
1181;-270;406
1010;-270;41
1015;-270;57
1015;-270;311
23;-270;71
1079;-270;14
1071;-270;19
235;-270;9994
22;-270;502
64;-270;215
28;-269;361
1040;-269;261
925;-269;358
644;-268;356
1067;-268;9928
1034;-268;9999
236;-268;322
95;-268;706
44;-267;972
24;-267;221
24;-267;9778
1171;-267;2
235;-267;763
162;-267;451
39;-267;1165
15;-267;573
15;-267;228
21;-267;145
14;-267;680
34;-266;744
974;-266;82
6;-266;407
7;-266;318
1184;-266;537
84;-266;484
85;-266;5
32;-266;131
22;-266;714
1065;-266;122
95;-266;6
117;-266;395
909;-266;9998
78;-265;241
6;-265;831
644;-265;327
645;-265;542
1185;-265;355
1024;-265;372
1021;-265;161
22;-265;766
1168;-265;101
1039;-265;314
1051;-265;568
69;-265;278
95;-265;9901
11;-265;430
78;-264;248
1173;-264;479
6;-264;497
15;-264;61
32;-264;92
23;-264;581
1095;-264;9905
236;-264;350
825;-264;177
1040;-264;9815
118;-264;259
78;-264;437
1187;-263;9981
87;-263;9970
87;-263;23
1102;-263;165
21;-263;1024
1067;-263;49
1074;-263;9972
238;-263;39
117;-263;384
155;-263;1048
76;-263;963
166;-263;9966
645;-262;66
955;-262;630
1010;-262;3
1024;-262;919
1003;-262;9937
85;-262;9902
32;-262;296
24;-262;12
827;-262;810
1065;-262;34
1065;-262;418
1057;-262;733
96;-262;213
161;-262;306
1024;-261;340
7;-261;820
9;-261;9974
1095;-261;401
1022;-261;258
84;-261;400
84;-261;169
1073;-261;44
1065;-261;373
1057;-261;223
66;-261;88
38;-260;335
7;-260;9807
5;-260;549
87;-260;78
28;-260;75
